face,surface,x,y,z,wss_x,wss_y,wss_z,tangent_x,tangent_y,tau_t_attached
23,lower,0.14750950000000002,-0.05319365,0.0,-0.26813153,0.028040283,-8.283005e-17,0.9945931206901506,-0.10384856414908933,0.26959371830600887
24,lower,0.14533200000000002,-0.0529637,0.0,-0.26852275,0.028898065,4.7280685e-23,0.9943468125659055,-0.10618105452491922,0.2700731675793611
25,lower,0.1431615,-0.05272935,0.0,-0.26898263,0.029577148,-5.1627697e-21,0.9940934051491188,-0.10852788507581637,0.27060380390167993
26,lower,0.1409985,-0.0524906,0.0,-0.26938914,0.03061803,-4.2982554e-17,0.9938301543289045,-0.11091268794229872,0.2711229785875288
27,lower,0.138843,-0.0522474,0.0,-0.2697627,0.031096937,-4.3478245e-17,0.9935568349185826,-0.11333497159556852,0.2715489448626953
28,lower,0.136695,-0.0519997,0.0,-0.27006373,0.031763472,-8.8121323e-17,0.9932742436154872,-0.1157854782348871,0.2719250959396476
29,lower,0.13455499999999998,-0.05174755,0.0,-0.27040628,0.032536218,4.4652561e-17,0.9929817755805145,-0.1182674653696815,0.27235648407809715
30,lower,0.1324235,-0.051490949999999994,0.0,-0.2706746,0.033139775,-3.4813495e-22,0.9926761438221815,-0.1208059331586151,0.272695699602153
31,lower,0.130301,-0.05122985,0.0,-0.27081246,0.034231217,-5.6252683e-21,0.9923601818421786,-0.12337450909389026,0.2729667616437891
32,lower,0.128187,-0.05096425,0.0,-0.27100989,0.034631389,5.6479989e-21,0.992033612614483,-0.1259734553112595,0.273213555965512
33,lower,0.126082,-0.050694100000000006,0.0,-0.271068,0.036006757,4.7060881e-17,0.9916933062938516,-0.1286249830008511,0.2734476896575025
34,lower,0.12398700000000001,-0.050419500000000006,0.0,-0.27109237,0.035955269,-4.7718097e-17,0.9913424689285885,-0.13130159670990627,0.27346636361333665
35,lower,0.1219015,-0.0501404,0.0,-0.27098082,0.037375763,0.0,0.9909802550109111,-0.13400796311603733,0.2735452919762036
36,lower,0.1198255,-0.049856750000000005,0.0,-0.27100617,0.0377515,0.0,0.9906030348302634,-0.1367685175216571,0.2736227511489451
37,lower,0.11776,-0.049568600000000004,0.0,-0.27084915,0.038466334,-6.1099649e-21,0.9902092935497706,-0.13959066934313427,0.2735668867902924
38,lower,0.1157055,-0.04927595,0.0,-0.27053369,0.03970283,5.0534765e-17,0.989801882715346,-0.1424508089592914,0.273430455951403
39,lower,0.1136615,-0.048978749999999995,0.0,-0.27014908,0.040470182,0.0,0.9893829550820233,-0.14533192420512056,0.27316250450608137
40,lower,0.111628,-0.048677,0.0,-0.26978888,0.041223474,0.0,0.988947976099284,-0.14826294401882797,0.2729190804680162
41,lower,0.10960600000000001,-0.048370750000000004,0.0,-0.26935079,0.041641702,-5.2647227e-17,0.9884932526394519,-0.15126496450360447,0.2725503690830056
42,lower,0.107596,-0.048060000000000005,0.0,-0.26868863,0.042360234,7.1904165e-21,0.98802436646105,-0.15429793024937377,0.2720070098621166
43,lower,0.10559749999999998,-0.04774475,0.0,-0.26797416,0.043453549,-5.4287095e-17,0.9875409496660158,-0.15736223413749525,0.271473404004196
44,lower,0.10361100000000001,-0.04742500000000001,0.0,-0.26722438,0.044464826,5.5044442e-17,0.9870342329247747,-0.1605098845386218,0.2708966550193884
45,lower,0.101637,-0.047100699999999995,0.0,-0.26622973,0.045154828,-1.3557627e-20,0.9865081794119902,-0.16371197864921355,0.27003019248509064
46,lower,0.0996755,-0.0467719,0.0,-0.26526562,0.045258656,-5.6707389e-17,0.9859670964915813,-0.16693976349558168,0.269098642479207
47,lower,0.09772685,-0.04643865,0.0,-0.26407579,0.046351613,-5.7636344e-17,0.9854055048532806,-0.1702233562260218,0.26811186429582856
48,lower,0.09579114999999999,-0.0461009,0.0,-0.26274374,0.047096818,5.8544619e-17,0.9848198994814303,-0.17357927752293836,0.2669302952582444
49,lower,0.0938688,-0.04575865,0.0,-0.26121419,0.048096561,5.9415123e-17,0.984212737647008,-0.17698951113945052,0.2656029198710245
50,lower,0.09195999999999999,-0.04541195,0.0,-0.25970608,0.048156563,2.9475223e-20,0.9835842290423767,-0.18044961728724518,0.2641326378376369
51,lower,0.090065,-0.0450608,0.0,-0.25787478,0.049252306,6.132942e-17,0.9829306342758368,-0.183976542532197,0.26253429003875967
52,lower,0.08818405,-0.0447052,0.0,-0.2559352,0.049826722,1.5141733e-20,0.9822511700336122,-0.18757035737983782,0.26073866570539234
53,lower,0.08631734999999999,-0.04434515,0.0,-0.25372592,0.050634615,6.3235539e-17,0.9815470570561198,-0.1912207488335671,0.25872631907205584
54,lower,0.08446514999999999,-0.043980700000000005,0.0,-0.2515128,0.050591018,1.5759938e-20,0.9808161466926762,-0.19493508249396901,0.2565497796071696
55,lower,0.08262775,-0.043611849999999994,0.0,-0.24882538,0.051770496,-6.5341831e-17,0.980055010674615,-0.19872638489033173,0.2541507239660745
56,lower,0.08080535,-0.0432386,0.0,-0.24614505,0.051696285,0.0,0.9792664179710618,-0.20257660929664478,0.2515140395433409
57,lower,0.07899809999999999,-0.042860999999999996,0.0,-0.24310726,0.052249959,-6.7478842e-17,0.9784474080348472,-0.2064961735962419,0.2486570850255142
58,lower,0.07720635,-0.04247905,0.0,-0.23976683,0.052844942,-1.371782e-16,0.9775958356304612,-0.21049081252629653,0.24551842930980172
59,lower,0.0754303,-0.0420928,0.0,-0.23635959,0.052724701,0.0,0.9767096252028203,-0.21456539337965522,0.242167582772882
60,lower,0.0736701,-0.0417022,0.0,-0.23251291,0.053165286,0.0,0.9757827628987734,-0.21874185614471697,0.23851156307153856
61,lower,0.07192604999999999,-0.041307250000000004,0.0,-0.2283637,0.05338277,-1.7678128e-20,0.97482076340115,-0.22298986354092284,0.23451749296484767
62,lower,0.0701984,-0.04090805,0.0,-0.22387938,0.053435876,3.5788109e-20,0.9738239737527902,-0.22730347147442564,0.23016526758898787
63,lower,0.0684873,-0.0405046,0.0,-0.21906324,0.053383484,-7.4457262e-17,0.9727875148668429,-0.23169905247797548,0.22547088749905195
64,lower,0.06679299999999999,-0.04009695,0.0,-0.213988,0.052960388,1.5141401e-16,0.9717085532854355,-0.23618316508999126,0.22044232196267777
65,lower,0.0651157,-0.0396851,0.0,-0.20838041,0.052977558,-1.8865705e-20,0.9705788575851712,-0.24078347370337558,0.21500574072449163
66,lower,0.0634556,-0.039269,0.0,-0.20245348,0.052382062,-7.8250325e-17,0.9694007707471144,-0.24548349369132855,0.20911749113895128
67,lower,0.06181300000000001,-0.03884875,0.0,-0.19607808,0.051661703,1.9367215e-20,0.9681760686229203,-0.25027005443293954,0.2027674818594388
68,lower,0.06018805,-0.038424349999999996,0.0,-0.18908292,0.051296213,-8.0915719e-17,0.9669014859062018,-0.25514998834485403,0.19591278445656862
69,lower,0.058580900000000005,-0.03799585,0.0,-0.18177883,0.050005149,-8.2179293e-17,0.9655762247945195,-0.260120268551998,0.18852866920582745
70,lower,0.0569918,-0.037563299999999994,0.0,-0.17392056,0.048736199,-1.6727532e-16,0.9641876429705091,-0.2652210194214896,0.18061791919201958
71,lower,0.055421,-0.03712665,0.0,-0.16534188,0.047699739,-8.4989763e-17,0.9627341241688309,-0.27044963701375957,0.172080647128429
72,lower,0.053868650000000004,-0.036685949999999995,0.0,-0.15630903,0.045836264,-2.1028351e-20,0.9612212963372729,-0.27577820702095496,0.16288821114828084
73,lower,0.052334950000000005,-0.03624125,0.0,-0.1465282,0.044064093,-2.1484739e-20,0.9596434850267945,-0.28121945460019043,0.15300651270361523
74,lower,0.05082015,-0.0357926,0.0,-0.1361496,0.041651152,2.1711954e-20,0.9579938403485371,-0.28678877567691113,0.1423755610535301
75,lower,0.049324400000000004,-0.035339999999999996,0.0,-0.12496328,0.039187949,1.8116866e-16,0.9562663649837156,-0.2924972464841867,0.13096054869990498
76,lower,0.04784785,-0.034883449999999996,0.0,-0.11306001,0.036055741,9.5591897e-23,0.9544628984924094,-0.2983296421770196,0.11866808115913809
77,lower,0.04639075,-0.03442305,0.0,-0.10027046,0.032728554,-9.3559605e-17,0.9525774442617099,-0.3042962580838439,0.10547455503644104
78,lower,0.0449533,-0.0339588,0.0,-0.086571824,0.02898914,-2.3154563e-20,0.9505950304190406,-0.31043370973949214,0.09129395194106935
79,lower,0.043535599999999994,-0.03349065,0.0,-0.071936717,0.024636297,-9.6341495e-17,0.9485231465619004,-0.3167078155592497,0.07603614896851185
80,lower,0.0421379,-0.03301875,0.0,-0.056328475,0.019621527,-2.3883311e-20,0.9463599021173293,-0.32311443122286987,0.05964700862374762
81,lower,0.04076035,-0.032543100000000005,0.0,-0.039593634,0.014108756,2.4184326e-20,0.9440873994217068,-0.3296952869744403,0.042031441314987227
82,lower,0.039403099999999996,-0.0320637,0.0,-0.021743818,0.0078560381,2.430967e-20,0.9417003841411519,-0.3364526512132234,0.023119346610072387
83,lower,0.0380664,-0.0315806,0.0,-0.0026538254,0.00087619785,-2.4860001e-20,0.939191377429476,-0.3433941708330582,0.002793331167069788
84,lower,0.0367504,-0.031093799999999998,0.0,0.017767503,-0.0069441045,2.5176889e-20,0.9365626024704375,-0.3505003447270791,-0.019074289870152167
85,lower,0.03545525,-0.0306034,0.0,0.039548566,-0.015800102,-2.5506411e-20,0.9338066375181235,-0.35777809285518863,-0.04258364379560104
86,lower,0.0341811,-0.0301094,0.0,0.062907583,-0.02547525,-1.0557889e-16,0.9309092331005305,-0.3652505985322711,-0.06786610015699722
87,lower,0.0329281,-0.029611850000000002,0.0,0.087808571,-0.036403196,-1.0676186e-16,0.9278650574325706,-0.37291612353939907,-0.09504984351075192
88,lower,0.03169645,-0.0291108,0.0,0.11438678,-0.048657217,0.0,0.9246510398524181,-0.3808155124201767,-0.12429727809716451
89,lower,0.0304863,-0.0286062,0.0,0.14259994,-0.062651137,0.0,0.9212651587491915,-0.38893509391005987,-0.1557395822143922
90,lower,0.0292978,-0.028098150000000002,0.0,0.17322268,-0.077054096,1.0936884e-16,0.9177100320316396,-0.397250924616277,-0.18957800209287784
91,lower,0.0281311,-0.0275867,0.0,0.20533192,-0.094418671,-1.1007331e-16,0.9139525339091954,-0.4058211006847239,-0.225980717566849
92,lower,0.02698635,-0.0270718,0.0,0.23979038,-0.11315701,0.0,0.9099936340707947,-0.41462222076322525,-0.2651251300925433
93,lower,0.0258637,-0.0265536,0.0,0.27683359,-0.13335539,-1.3418409e-20,0.905830980563437,-0.423639274208001,-0.30725902291392143
94,lower,0.02476325,-0.0260321,0.0,0.31594776,-0.15682612,2.1904159e-22,0.9014148767337496,-0.4329563719395739,-0.3526988790752646
95,lower,0.023685200000000003,-0.02550725,0.0,0.35776658,-0.18214302,7.4920793e-21,0.8967435075220155,-0.44255065440818514,-0.4014323705202389
96,lower,0.02262965,-0.024979150000000002,0.0,0.40185949,-0.21123759,-1.1018921e-16,0.8918201263881038,-0.4523901658625073,-0.45394818953855526
97,lower,0.021596749999999998,-0.02444785,0.0,0.44959946,-0.24198818,-2.1865428e-16,0.8866138621619617,-0.4625103884479246,-0.5105431607881387
98,lower,0.020586649999999998,-0.0239134,0.0,0.49957034,-0.27751699,-8.244285e-21,0.8810999676140636,-0.4729300657290632,-0.5714175387165785
99,lower,0.019599449999999997,-0.0233758,0.0,0.5524566,-0.31723614,-7.9309773e-21,0.8752510297275392,-0.48366893115113574,-0.6369754727860872
100,lower,0.018635350000000002,-0.022835099999999997,0.0,0.60963114,-0.35899354,0.0,0.8690574897189738,-0.4947111071760529,-0.7074025998253669
101,lower,0.0176944,-0.02229135,0.0,0.66955309,-0.40699006,1.0125611e-16,0.862491959733731,-0.5060707652044999,-0.7834499278347005
102,lower,0.01677665,-0.0217445,0.0,0.73271115,-0.45983226,0.0,0.855514113235915,-0.517779491728058,-0.8649364436132817
103,lower,0.01588235,-0.021194650000000002,0.0,0.80040971,-0.51695569,0.0,0.8481251524962085,-0.5297959283566485,-0.9527286270559978
104,lower,0.015011549999999999,-0.020641899999999998,0.0,0.87224514,-0.58010791,0.0,0.8402826324397534,-0.5421485936716225,-1.0474371299562655
105,lower,0.01416435,-0.0200862,0.0,0.94428405,-0.65485585,9.634968e-21,0.8319085372796643,-0.5549127729663548,-1.1489458384287567
106,lower,0.01334095,-0.01952755,0.0,1.021477,-0.73387206,-9.7923119e-21,0.823025591754891,-0.5680042916356456,-1.2575441919805028
107,lower,0.01254135,-0.0189661,0.0,1.1070738,-0.81566848,3.39823e-17,0.8136148028785003,-0.5814042935316003,-1.3749647879293465
108,lower,0.011765649999999999,-0.018401849999999997,0.0,1.1890049,-0.91626611,-2.9280108e-17,0.803552999225174,-0.5952332126454535,-1.5008204737818804
109,lower,0.011014050000000001,-0.01783475,0.0,1.2762533,-1.0224797,-2.3847974e-17,0.7928291914301852,-0.6094439048970454,-1.634994892945065
110,lower,0.010286585,-0.0172649,0.0,1.3702018,-1.1346102,5.1100338e-21,0.7814535525483072,-0.6239634165635276,-1.7787043211779126
111,lower,0.009583305,-0.01669235,0.0,1.4643126,-1.26245,0.0,0.7693298797442475,-0.6388517325113094,-1.933057806174889
112,lower,0.00890436,-0.016117100000000002,0.0,1.5610673,-1.4009564,-2.3504056e-18,0.7563868375670905,-0.6541245691420372,-2.097170759813176
113,lower,0.008249820000000001,-0.015539150000000002,0.0,1.6551462,-1.5563654,6.8239714e-18,0.7426140893052944,-0.669719578902445,-2.271463268286454
114,lower,0.0076197650000000006,-0.014958599999999999,0.0,1.7559965,-1.7192943,3.4449182e-17,0.7279693786304532,-0.6856096438764494,-2.45707643372406
115,lower,0.007014275,-0.0143755,0.0,1.8551699,-1.8996655,-2.8949067e-17,0.712351753246641,-0.7018226126639385,-2.6547617352329427
116,lower,0.00643343,-0.0137898,0.0,1.9487234,-2.0967534,-4.2050456e-17,0.6957160984349944,-0.7183168593165478,-2.86189155782627
117,lower,0.00587731,-0.0132016,0.0,2.0468484,-2.3030105,-5.6705726e-17,0.6780223951970473,-0.735041244836818,-3.0806167595655065
118,lower,0.00534598,-0.012610900000000001,0.0,2.1318054,-2.5345108,9.9006788e-21,0.659200896159698,-0.7519668732745154,-3.3111561916745744
119,lower,0.004839505,-0.01201775,0.0,2.2172906,-2.7724036,9.1017911e-17,0.6391911861448292,-0.769047870782285,-3.5493836941709214
120,lower,0.004357955,-0.011422149999999999,0.0,2.2869533,-3.0355548,1.1078558e-16,0.6179381997975438,-0.7862266729327941,-3.7998299561322253
121,lower,0.0039013900000000002,-0.010824150000000001,0.0,2.349955,-3.3049255,-2.1128166e-20,0.5954124021428766,-0.8034202333613769,-4.054436367929629
122,lower,0.003469865,-0.010223804999999999,0.0,2.4017319,-3.5904431,-1.5614571e-16,0.5715377142647111,-0.8205757985543256,-4.3189110743490104
123,lower,0.003063435,-0.009621069999999999,0.0,2.4339071,-3.8890076,0.0,0.5462874544705185,-0.837597765689547,-4.587036990586389
124,lower,0.0026821550000000003,-0.009016045,0.0,2.4487359,-4.1955066,1.0475703e-16,0.5196445316910807,-0.8543825610834749,-4.857039893941259
125,lower,0.0023260800000000003,-0.008408735,0.0,2.441916,-4.5079743,0.0,0.4915708221861317,-0.8708376006898476,-5.126088179212966
126,lower,0.00199525,-0.007799165,0.0,2.4100835,-4.8239028,0.0,0.46207857267459623,-0.8868389891491059,-5.391673026612136
127,lower,0.0016897,-0.00718737,0.0,2.3546576,-5.1368895,-1.516819e-16,0.4311724904214019,-0.902269518217149,-5.650122395781413
128,lower,0.0014094749999999999,-0.006573374999999999,0.0,2.2720639,-5.4437044,1.6898482e-16,0.3988724785737734,-0.9170064044685919,-5.898175558104847
129,lower,0.00115461,-0.0059572,0.0,2.1591786,-5.73815,-4.5637554e-20,0.3652295806948368,-0.930917479364027,-6.130340028935957
130,lower,0.0009251400000000001,-0.005338875,0.0,2.0179191,-6.0149763,-2.0521185e-16,0.3303115638221206,-0.9438719567851273,-6.343909463884691
131,lower,0.0007210960000000001,-0.004718425,0.0,1.8488557,-6.2670501,-1.1192519e-16,0.29421260217517414,-0.9557399984940008,-6.53362709967923
132,lower,0.000542498,-0.004095875,0.0,1.654174,-6.4902057,1.2131026e-16,0.25704370563994833,-0.9663997792791985,-6.697328370689852
133,lower,0.00038937149999999996,-0.00347125,0.0,1.4339563,-6.6792306,1.3058095e-16,0.21893249285385086,-0.9757400081849665,-6.831132147715763
134,lower,0.0002617365,-0.0028445750000000002,0.0,1.1942014,-6.8293611,-5.0626142e-20,0.18003252565033567,-0.9836606578022532,-6.932768926172286
135,lower,0.000159609,-0.002215875,0.0,0.9379495,-6.9380966,-7.4273475e-17,0.14051122417147133,-0.9900790856703492,-7.001056770476578
136,lower,8.300205e-05,-0.001585165,0.0,0.66979949,-7.0045101,7.8517844e-17,0.10055103980044541,-0.9949319013857426,-7.036359587245946
137,lower,3.192525e-05,-0.0009524705,0.0,0.3956924,-7.0295845,0.0,0.06034422666596445,-0.9981776266316966,-7.0406517242925615
138,lower,6.3852e-06,-0.0003178155,0.0,0.11975933,-7.0189577,0.0,0.04020986936545401,-0.9991912561695149,-7.018096668278283
139,upper,6.3852e-06,0.0003178155,0.0,-0.15395963,-6.9806639,0.0,0.04020986936545401,0.9991912561695149,6.981209027748038
140,upper,3.192525e-05,0.0009524705000000001,0.0,-0.42392049,-6.9033481,4.6755911e-17,0.060344226665964444,0.9981776266316966,6.916348776407339
141,upper,8.300204999999999e-05,0.001585165,0.0,-0.68421345,-6.7703186,-9.6784315e-17,0.10055103980044541,0.9949319013857426,6.80480433152821
142,upper,0.000159609,0.002215875,0.0,-0.92877724,-6.5807251,9.9698916e-17,0.14051122417147133,0.9900790856703492,6.645941917030918
143,upper,0.0002617365,0.0028445750000000002,0.0,-1.1511811,-6.3400318,-2.0430219e-16,0.18003252565033567,0.9836606578022532,6.443689891789136
144,upper,0.00038937149999999996,0.00347125,0.0,-1.3473772,-6.058309,-2.0810213e-16,0.21893249285385086,0.9757400081849665,6.206319122457498
145,upper,0.000542498,0.004095875,0.0,-1.514131,-5.7412647,-2.1091633e-16,0.25704370563994833,0.9663997792791985,5.937554781927775
146,upper,0.0007210960000000001,0.004718425,0.0,-1.6468595,-5.3920372,2.1281154e-16,0.29421260217517414,0.9557399984940008,5.637912444319502
147,upper,0.0009251400000000001,0.005338875,0.0,-1.7450677,-5.0190141,4.2739912e-16,0.33031156382212085,0.9438719567851273,5.313722700661616
148,upper,0.00115461,0.005957199999999999,0.0,-1.809145,-4.6327763,-1.0420181e-19,0.36522958069483696,0.930917479364027,4.973485705419565
149,upper,0.001409475,0.006573374999999999,0.0,-1.8396057,-4.2399484,-4.2499584e-16,0.39887247857377306,0.917006404468592,4.621827922573801
150,upper,0.0016896999999999997,0.00718737,0.0,-1.8383145,-3.8468311,4.2132011e-16,0.4311724904214017,0.902269518217149,4.26350908440252
151,upper,0.00199525,0.007799165,0.0,-1.8087588,-3.4592461,0.0,0.46207857267459634,0.8868389891491059,3.9035829991586026
152,upper,0.0023260800000000003,0.008408735,0.0,-1.7527358,-3.0837252,0.0,0.4915708221861317,0.8708376006898476,3.5470176326358875
153,upper,0.0026821550000000003,0.009016045,0.0,-1.6750117,-2.7244003,-4.0212813e-16,0.5196445316910804,0.8543825610834749,3.1980907761541677
154,upper,0.0030634349999999998,0.009621069999999999,0.0,-1.5795423,-2.3851592,0.0,0.5462874544705185,0.837597765689547,2.860688159029375
155,upper,0.003469865,0.010223804999999999,0.0,-1.471435,-2.0718051,7.6864502e-16,0.5715377142647113,0.8205757985543255,2.54105372097052
156,upper,0.0039013900000000002,0.010824150000000001,0.0,-1.3563012,-1.7836226,2.0531964e-19,0.5954124021428766,0.8034202333613769,2.240557041041892
157,upper,0.004357955,0.011422149999999999,0.0,-1.2390145,-1.5262635,-7.2975233e-16,0.6179381997975438,0.7862266729327941,1.9656234632768155
158,upper,0.004839505,0.01201775,0.0,-1.1265846,-1.3094141,-7.0943123e-16,0.6391911861448292,0.769047870782285,1.7271050723437997
159,upper,0.00534598,0.012610900000000001,0.0,-1.0245621,-1.1185241,8.457405e-20,0.659200896159698,0.7519668732745154,1.5164853246504535
160,upper,0.00587731,0.0132016,0.0,-0.9070464,-0.9331265,6.6856497e-16,0.6780223951970468,0.7350412448368185,1.3008842368330822
161,upper,0.00643343,0.013789800000000001,0.0,-0.83887559,-0.78916352,6.4647463e-16,0.6957160984349944,0.7183168593165478,1.1504887137207456
162,upper,0.007014275,0.0143755,0.0,-0.94791977,-0.8428732,6.2071601e-16,0.7123517532466416,0.701822612663938,1.266799781465067
163,upper,0.0076197650000000006,0.014958599999999999,0.0,-1.2037789,-1.0393731,-1.1862598e-15,0.7279693786304537,0.6856096438764488,1.5889183987872117
164,upper,0.008249820000000001,0.01553915,0.0,-1.4943652,-1.2559834,-1.4040233e-19,0.7426140893052944,0.669719578902445,1.9508933258439853
165,upper,0.00890436,0.016117100000000002,0.0,-1.7309897,-1.4235422,-5.452027e-16,0.75638683756709,0.6541245691420379,2.240471753274715
166,upper,0.009583305,0.01669235,0.0,-1.9131358,-1.5195526,0.0,0.7693298797442475,0.6388517325113094,2.4426013461004796
167,upper,0.010286585,0.0172649,0.0,-2.0403236,-1.5660999,-1.2146469e-19,0.7814535525483072,0.6239634165635276,2.57160716985195
168,upper,0.011014050000000001,0.01783475,0.0,-2.1293214,-1.5683562,-4.8349541e-16,0.7928291914301852,0.6094439048970454,2.644013290654481
169,upper,0.011765649999999999,0.018401849999999997,0.0,-2.1815717,-1.55332,-4.6592983e-16,0.803552999225174,0.5952332126454535,2.6775961364261973
170,upper,0.01254135,0.0189661,0.0,-2.196895,-1.5236353,4.4788334e-16,0.8136148028785003,0.5814042935316003,2.673274397566071
171,upper,0.01334095,0.01952755,0.0,-2.2099524,-1.4660774,-4.3043347e-16,0.823025591754891,0.5680042916356456,2.6515856368301707
172,upper,0.01416435,0.0200862,0.0,-2.2050517,-1.4160178,-1.023535e-19,0.8319085372796643,0.5549127729663548,2.6201676983407545
173,upper,0.015011549999999999,0.020641899999999998,0.0,-2.1786882,-1.3646536,0.0,0.8402826324397534,0.5421485936716225,2.5705588860503448
174,upper,0.01588235,0.021194650000000002,0.0,-2.1541889,-1.3020402,0.0,0.8481251524962085,0.5297959283566485,2.516837385834816
175,upper,0.01677665,0.0217445,0.0,-2.1291438,-1.2430357,0.0,0.855514113235915,0.517779491728058,2.4651309629545772
176,upper,0.0176944,0.02229135,0.0,-2.0934765,-1.1854447,7.1225951e-16,0.8624919597337304,0.5060707652045011,2.405525555578131
177,upper,0.018635350000000002,0.0228351,0.0,-2.0570909,-1.1315786,-6.8651244e-16,0.8690574897189731,0.49471110717605404,2.3475347557404724
178,upper,0.019599449999999997,0.023375800000000002,0.0,-2.0237692,-1.0751819,2.8183457e-20,0.8752510297275405,0.48366893115113335,2.2913381565969253
179,upper,0.020586649999999998,0.023913399999999998,0.0,-1.9837945,-1.0277193,3.2485771e-20,0.8810999676140643,0.47293006572906204,2.2339606258029843
180,upper,0.021596749999999998,0.02444785,0.0,-1.9439028,-0.98216619,-1.2334465e-15,0.8866138621619617,0.4625103884479246,2.1777532352327698
181,upper,0.02262965,0.02497915,0.0,-1.9097147,-0.93322476,-5.9527577e-16,0.8918201263881033,0.4523901658625078,2.125303709082618
182,upper,0.0236852,0.02550725,0.0,-1.8706686,-0.89411512,5.7474745e-16,0.8967435075220148,0.44255065440818625,2.0732011532475507
183,upper,0.02476325,0.0260321,0.0,-1.8358586,-0.85187079,1.2921356e-21,0.9014148767337496,0.4329563719395739,2.023693140219293
184,upper,0.025863699999999996,0.0265536,0.0,-1.7986703,-0.81580826,6.6032778e-20,0.905830980563437,0.423639274208001,1.9748997007186238
185,upper,0.02698635,0.0270718,0.0,-1.7653632,-0.77531539,0.0,0.9099936340707949,0.41462222076322475,1.9279322626165531
186,upper,0.0281311,0.0275867,0.0,-1.7323554,-0.74137104,-5.0143656e-16,0.9139525339091954,0.4058211006847239,1.8841546189298564
187,upper,0.0292978,0.028098150000000002,0.0,-1.69561,-0.71416869,4.8484859e-16,0.9177100320316391,0.39725092461627814,1.8397824798476639
188,upper,0.0304863,0.028606200000000002,0.0,-1.6680356,-0.67514586,4.6944005e-16,0.9212651587491915,0.38893509391005987,1.799291000295391
189,upper,0.03169645,0.0291108,0.0,-1.6345701,-0.65168764,0.0,0.9246510398524186,0.3808155124201756,1.7595797052411668
